GalaxyID,Smooth,Edge,Spiral
270322,0,1,0
270325,0,0,0
270326,0,0,0
270351,1,0,0
270361,0,0,0
270383,0,0,1
270397,1,0,0
270417,0,1,0
270431,1,0,0
270442,0,0,0
270478,1,0,0
270483,0,0,1
270494,1,0,0
270510,0,0,0
270534,0,0,0
270543,0,0,1
270581,1,0,0
270584,1,0,0
270614,0,0,0
270618,1,0,0
270620,0,0,0
270637,1,0,0
270654,1,0,0
270655,0,0,0
270716,0,0,1
270734,0,0,1
270751,0,0,0
270766,1,0,0
270775,0,0,0
270785,0,0,1
270787,0,0,1
270795,0,0,0
270808,1,0,0
270815,0,1,0
270840,1,0,0
270845,0,0,0
270848,0,0,1
270851,0,0,1
270877,1,0,0
270913,0,0,0
270921,0,0,0
270943,0,0,0
270975,1,0,0
270977,0,0,0
271024,1,0,0
271026,0,1,0
271042,0,1,0
271055,0,0,0
271069,1,0,0
271071,1,0,0
271072,0,0,1
271087,1,0,0
271103,0,1,0
271112,1,0,0
271138,1,0,0
271163,1,0,0
271173,0,0,1
271177,1,0,0
271184,0,0,0
271189,1,0,0
271191,1,0,0
271228,0,0,1
271229,0,0,1
271231,0,0,0
271237,0,0,0
271251,1,0,0
271256,0,0,1
271289,0,1,0
271292,0,0,1
271305,0,0,0
271310,1,0,0
271320,0,0,0
271339,1,0,0
271341,0,0,0
271342,1,0,0
271346,0,0,0
271349,1,0,0
271380,0,0,0
271381,1,0,0
271385,0,0,1
271409,1,0,0
271411,0,1,0
271441,0,0,1
271466,1,0,0
271529,1,0,0
271562,1,0,0
271587,0,0,1
271616,0,1,0
271617,0,1,0
271639,0,0,1
271648,0,0,1
271663,0,0,1
271664,0,0,1
271673,1,0,0
271676,1,0,0
271710,0,0,0
271728,0,0,1
271766,1,0,0
271774,0,0,1
271785,0,0,0
271799,0,1,0
271819,0,0,0
271823,0,0,1
271828,1,0,0
271832,0,0,0
271848,0,1,0
271851,1,0,0
271858,0,1,0
271863,0,0,0
271865,0,0,1
271900,1,0,0
271921,1,0,0
271925,0,0,1
271932,1,0,0
271943,0,0,1
271946,1,0,0
271950,0,0,1
271982,0,0,1
271997,0,1,0
272002,0,0,1
272005,0,0,1
272033,0,1,0
272059,0,0,0
272061,0,0,0
272103,0,0,1
272106,1,0,0
272198,1,0,0
272206,0,1,0
272215,0,0,1
272221,0,0,1
272314,0,0,0
272351,1,0,0
272353,0,0,1
272354,0,0,0
272366,0,0,0
272381,1,0,0
272391,0,1,0
272454,0,0,0
272468,0,0,1
272478,0,0,0
272487,1,0,0
272500,1,0,0
272525,1,0,0
272533,1,0,0
272541,0,0,1
272573,0,0,0
272578,0,1,0
272595,0,0,0
272600,0,0,0
272615,1,0,0
272633,1,0,0
272641,0,0,1
272643,0,0,0
272665,1,0,0
272712,1,0,0
272733,1,0,0
272736,1,0,0
272737,1,0,0
272744,1,0,0
272754,1,0,0
272773,0,0,0
272807,1,0,0
272812,0,0,0
272816,1,0,0
272818,1,0,0
272839,0,0,0
272842,1,0,0
272862,0,0,1
272892,0,1,0
272905,0,0,0
272909,1,0,0
272912,0,0,0
272946,0,0,1
272947,0,0,1
272964,1,0,0
272986,0,0,0
272997,1,0,0
273011,0,0,0
273026,0,0,1
273028,0,0,0
273037,0,1,0
273057,0,0,0
273073,0,0,0
273079,0,1,0
273093,1,0,0
273100,0,0,1
273118,0,0,1
273165,1,0,0
273171,1,0,0
273194,0,0,0
273213,0,1,0
273215,0,0,1
273231,0,0,1
273238,0,1,0
273244,1,0,0
273275,0,0,0
273278,0,0,1
273329,1,0,0
273341,1,0,0
273360,1,0,0
273367,1,0,0
273374,1,0,0
273378,0,0,1
273408,0,0,0
273431,0,0,0
273450,0,0,0
273462,1,0,0
273469,0,1,0
273496,0,1,0
273509,0,0,0
273519,0,0,0
273527,0,1,0
273529,0,1,0
273555,0,0,0
273558,1,0,0
273578,0,0,0
273584,0,1,0
273604,0,0,0
273607,1,0,0
273618,1,0,0
273630,1,0,0
273633,0,0,1
273639,1,0,0
273641,1,0,0
273702,0,0,0
273703,1,0,0
273723,1,0,0
273724,0,1,0
273734,1,0,0
273743,0,0,0
273761,1,0,0
273762,0,0,0
273779,0,0,0
273812,0,1,0
273820,0,0,1
273842,0,0,1
273848,1,0,0
273898,1,0,0
273954,0,0,1
273964,1,0,0
273967,0,0,1
273988,0,0,1
273991,1,0,0
274004,0,0,0
274012,0,0,0
274013,1,0,0
274018,1,0,0
274048,0,0,0
274066,0,0,1
274070,0,1,0
274090,0,0,0
274092,1,0,0
274118,1,0,0
274164,0,0,0
274170,1,0,0
274177,1,0,0
274189,0,0,1
274196,1,0,0
274199,1,0,0
274212,0,1,0
274233,0,0,1
274239,1,0,0
274250,0,0,1
274262,0,0,0
274273,0,1,0
274280,1,0,0
274293,1,0,0
274308,0,0,1
274322,0,1,0
274324,1,0,0
274326,1,0,0
274337,0,0,1
274340,0,1,0
274362,0,0,1
274377,1,0,0
274383,0,0,0
274398,0,1,0
274401,0,0,0
274403,0,0,1
274411,0,0,0
274449,0,0,0
274476,1,0,0
274515,1,0,0
274550,1,0,0
274574,1,0,0
274606,1,0,0
274620,0,0,0
274636,1,0,0
274653,0,0,1
274654,1,0,0
274663,1,0,0
274674,0,0,0
274686,0,0,0
274699,0,0,1
274700,0,0,0
274716,0,0,0
274721,1,0,0
274739,1,0,0
274751,0,0,0
274785,1,0,0
274802,0,0,0
274803,0,0,0
274804,0,1,0
274834,0,0,1
274847,0,0,1
274931,0,0,1
274957,1,0,0
274958,0,0,1
274964,0,1,0
274966,0,1,0
275001,1,0,0
275005,0,0,1
275043,0,0,1
275075,0,0,0
275077,1,0,0
275089,1,0,0
275096,0,0,1
275132,0,0,1
275134,0,0,1
275148,1,0,0
275152,1,0,0
275156,1,0,0
275176,0,0,0
275179,1,0,0
275180,1,0,0
275200,0,1,0
275225,0,0,0
275226,0,0,1
275228,0,1,0
275242,0,0,1
275284,1,0,0
275290,0,0,0
275291,1,0,0
275297,1,0,0
275329,0,0,1
275339,0,0,0
275368,0,0,1
275410,0,1,0
275437,1,0,0
275444,0,1,0
275460,1,0,0
275461,1,0,0
275464,0,1,0
275479,0,1,0
275496,1,0,0
275524,1,0,0
275530,0,0,1
275556,0,0,0
275559,0,0,0
275565,1,0,0
275573,1,0,0
275592,1,0,0
275627,0,0,1
275631,0,0,1
275687,1,0,0
275699,1,0,0
275700,1,0,0
275708,0,0,1
275709,1,0,0
275712,1,0,0
275714,1,0,0
275717,1,0,0
275718,1,0,0
275736,0,1,0
275755,1,0,0
275757,1,0,0
275773,1,0,0
275812,0,1,0
275834,0,1,0
275837,0,0,0
275850,1,0,0
275878,0,0,0
275883,0,0,1
275891,1,0,0
275895,1,0,0
275934,0,0,1
275936,1,0,0
275941,1,0,0
275944,1,0,0
275951,0,1,0
275973,0,0,1
275980,0,0,1
275986,1,0,0
275991,0,0,1
275992,0,0,1
276017,0,0,0
276024,0,0,1
276036,0,0,1
276088,0,1,0
276095,1,0,0
276096,0,0,0
276105,0,1,0
276111,0,0,1
276175,0,0,0
276192,1,0,0
276195,0,0,1
276197,1,0,0
276198,1,0,0
276203,1,0,0
276204,1,0,0
276215,1,0,0
276232,0,0,0
276261,0,0,1
276274,0,0,0
276285,0,0,0
276296,1,0,0
276326,0,0,0
276342,1,0,0
276346,1,0,0
276359,1,0,0
276370,0,0,0
276378,0,0,1
276379,1,0,0
276434,0,1,0
276440,0,0,1
276450,0,0,0
276457,0,1,0
276462,0,0,0
276473,1,0,0
276516,0,0,0
276525,0,1,0
276532,0,0,0
276601,1,0,0
276609,0,0,1
276612,0,0,1
276618,1,0,0
276620,0,1,0
276626,0,0,1
276640,0,1,0
276641,0,0,1
276642,1,0,0
276648,1,0,0
276660,1,0,0
276664,1,0,0
276700,1,0,0
276741,1,0,0
276755,0,0,1
276759,1,0,0
276762,1,0,0
276765,0,0,1
276770,1,0,0
276804,1,0,0
276811,0,0,0
276831,1,0,0
276836,0,0,1
276839,0,0,1
276845,1,0,0
276861,1,0,0
276866,1,0,0
276910,1,0,0
276983,0,0,1
277004,0,0,1
277011,1,0,0
277016,0,0,1
277019,0,0,0
277026,1,0,0
277036,0,0,0
277041,1,0,0
277046,0,1,0
277047,0,0,0
277053,0,0,0
277061,1,0,0
277067,0,0,1
277083,0,0,1
277096,1,0,0
277104,0,0,1
277121,0,0,1
277125,1,0,0
277138,1,0,0
277142,0,1,0
277155,0,0,0
277161,1,0,0
277162,1,0,0
277165,0,0,0
277176,0,0,1
277177,0,0,1
277245,0,0,1
277256,0,0,0
277259,0,1,0
277263,1,0,0
277269,0,1,0
277282,0,1,0
277291,0,0,0
277296,0,1,0
277311,0,0,1
277347,0,0,1
277355,0,0,1
277363,1,0,0
277382,0,0,0
277401,0,0,0
277414,1,0,0
277416,0,0,0
277433,0,0,1
277440,0,0,1
277448,1,0,0
277453,1,0,0
277460,1,0,0
277468,1,0,0
277476,0,1,0
277482,0,0,1
277485,1,0,0
277487,1,0,0
277490,0,0,0
277520,0,0,0
277527,0,0,0
277532,1,0,0
277533,1,0,0
277535,0,0,0
277562,0,0,1
277570,1,0,0
277573,0,0,0
277602,1,0,0
277623,0,0,1
277632,0,0,1
277633,1,0,0
277653,1,0,0
277671,0,0,1
277686,1,0,0
277689,0,0,0
277714,0,0,0
277720,0,0,1
277727,1,0,0
277730,0,0,1
277775,0,1,0
277804,1,0,0
277805,1,0,0
277808,1,0,0
277825,0,0,0
277849,0,0,0
277878,0,0,1
277894,0,0,1
277905,0,0,0
277907,1,0,0
277933,0,0,0
277940,1,0,0
277942,0,1,0
277943,0,0,1
277977,0,0,1
277980,0,0,1
277991,0,0,0
277994,1,0,0
278012,0,1,0
278015,1,0,0
278016,1,0,0
278021,0,0,1
278029,0,0,0
278038,1,0,0
278069,1,0,0
278071,0,0,1
278080,1,0,0
278091,1,0,0
278111,1,0,0
278113,0,0,1
278123,1,0,0
278156,0,0,0
278158,1,0,0
278166,1,0,0
278197,0,0,0
278242,0,1,0
278245,1,0,0
278255,0,0,0
278305,1,0,0
278311,0,0,1
278313,0,0,0
278323,0,1,0
278364,0,0,0
278367,0,0,1
278416,0,0,0
278421,1,0,0
278422,0,0,0
278423,0,0,0
278427,1,0,0
278446,0,0,1
278447,1,0,0
278463,1,0,0
278466,0,1,0
278477,0,0,0
278481,1,0,0
278491,1,0,0
278496,0,0,0
278509,0,0,1
278529,0,0,0
278572,0,0,0
278575,0,0,0
278577,1,0,0
278579,1,0,0
278582,0,1,0
278604,1,0,0
278610,0,0,0
278621,0,0,0
278622,1,0,0
278636,1,0,0
278648,0,0,1
278691,1,0,0
278702,0,0,1
278717,1,0,0
278722,0,0,1
278729,0,0,0
278734,0,0,1
278742,1,0,0
278746,0,0,1
278752,0,0,0
278762,1,0,0
278797,1,0,0
278809,0,0,1
278816,0,1,0
278841,0,0,1
278843,0,0,0
278846,1,0,0
278860,1,0,0
278879,0,0,1
278886,0,0,1
278888,1,0,0
278905,1,0,0
278906,0,0,1
278909,0,1,0
278912,1,0,0
278913,0,0,0
278919,0,0,1
278920,0,0,1
278976,0,0,0
278993,0,0,1
279006,1,0,0
279025,0,0,0
279027,0,1,0
279053,0,0,1
279056,0,0,1
279076,1,0,0
279105,1,0,0
279124,1,0,0
279142,0,0,0
279148,1,0,0
279149,0,1,0
279159,0,0,1
279182,1,0,0
279218,1,0,0
279226,0,0,1
279231,1,0,0
279254,0,0,0
279277,0,0,1
279284,0,1,0
279295,0,0,1
279302,1,0,0
279310,1,0,0
279314,0,1,0
279334,0,0,0
279338,1,0,0
279350,1,0,0
279363,0,0,1
279403,0,0,1
279404,0,0,1
279411,0,1,0
279430,0,0,0
279431,1,0,0
279432,0,0,1
279434,0,0,1
279457,1,0,0
279458,0,0,1
279467,0,0,0
279471,0,0,0
279518,1,0,0
279540,0,1,0
279582,1,0,0
279610,0,0,1
279629,1,0,0
279630,1,0,0
279634,0,1,0
279660,0,0,0
279672,0,0,0
279683,1,0,0
279691,0,1,0
279699,0,0,0
279710,1,0,0
279770,1,0,0
279772,0,0,0
279793,0,0,0
279805,0,0,1
279815,1,0,0
279838,1,0,0
279851,0,0,1
279852,0,0,0
279855,1,0,0
279863,0,0,1
279869,0,0,1
279870,1,0,0
279878,1,0,0
279909,1,0,0
279923,0,1,0
279947,0,0,1
279975,1,0,0
279991,0,0,1
280002,0,0,1
280009,1,0,0
280024,0,1,0
280030,1,0,0
280040,1,0,0
280045,0,1,0
280051,1,0,0
280057,0,0,0
280102,1,0,0
280111,1,0,0
280127,1,0,0
280133,0,0,0
280134,0,0,0
280140,1,0,0
280158,0,0,0
280172,1,0,0
280265,0,1,0
280279,0,0,1
280280,0,0,1
280293,1,0,0
280295,0,0,1
280298,1,0,0
280314,0,0,1
280316,1,0,0
280333,0,0,0
280368,0,0,1
280393,0,0,1
280408,1,0,0
280435,0,0,1
280443,1,0,0
280456,1,0,0
280460,1,0,0
280472,0,1,0
280479,0,0,1
280520,0,1,0
280570,0,1,0
280575,1,0,0
280584,1,0,0
280587,1,0,0
280607,1,0,0
280632,0,0,1
280643,1,0,0
280644,0,0,1
280651,1,0,0
280654,0,0,0
280675,0,0,1
280695,1,0,0
280699,1,0,0
280722,0,0,0
280725,0,0,0
280737,0,0,1
280769,1,0,0
280796,1,0,0
280816,0,0,1
280821,0,0,0
280837,0,1,0
280845,0,0,1
280855,1,0,0
280861,0,0,0
280864,0,0,1
280896,1,0,0
280925,0,0,1
280934,1,0,0
280958,0,1,0
280980,0,0,0
280987,0,0,0
280989,0,0,1
281006,1,0,0
281014,0,0,0
281035,1,0,0
281044,0,1,0
281063,0,1,0
281077,0,0,1
281085,0,0,1
281087,0,0,0
281103,0,1,0
281104,0,1,0
281120,1,0,0
281121,0,0,1
281123,1,0,0
281166,0,0,1
281170,1,0,0
281171,0,0,0
281179,1,0,0
281182,0,0,0
281192,0,0,1
281229,0,0,0
281272,0,0,1
281276,0,0,0
281292,1,0,0
281338,1,0,0
281395,0,0,0
281408,0,0,0
281430,0,0,0
281477,1,0,0
281485,1,0,0
281505,1,0,0
281515,1,0,0
281555,1,0,0
281577,0,0,1
281581,0,0,1
281584,0,0,1
281599,0,0,1
281638,0,0,0
281652,1,0,0
281655,0,0,1
281687,1,0,0
281688,0,0,1
281704,1,0,0
281743,0,0,1
281759,1,0,0
281762,1,0,0
281771,0,0,1
281772,1,0,0
281774,1,0,0
281786,0,0,0
281789,0,0,0
281792,0,0,0
281794,0,0,0
281799,0,1,0
281806,0,0,1
281814,0,0,1
281822,1,0,0
281824,0,1,0
281829,0,0,1
281840,0,0,0
281852,0,0,1
281888,1,0,0
281890,0,0,1
281905,0,0,1
281910,1,0,0
281918,0,0,1
281938,0,0,0
281956,0,0,0
281964,0,0,0
282006,1,0,0
282010,0,0,0
282034,1,0,0
282038,0,0,0
282039,0,0,1
282041,0,0,0
282084,0,0,1
282107,0,0,1
282133,0,0,1
282143,0,0,0
282151,1,0,0
282157,1,0,0
282161,0,0,0
282171,0,0,1
282176,1,0,0
282190,0,0,0
282246,0,0,1
282262,1,0,0
282263,1,0,0
282307,1,0,0
282313,0,0,1
282314,0,0,0
282319,1,0,0
282344,1,0,0
282345,1,0,0
282366,0,0,1
282376,1,0,0
282392,0,0,0
282395,0,0,1
282411,1,0,0
282426,1,0,0
282427,1,0,0
282432,1,0,0
282449,0,0,0
282477,0,0,0
282491,1,0,0
282498,0,0,1
282528,0,0,1
282535,0,0,0
282579,0,1,0
282589,0,0,0
282606,1,0,0
282607,0,0,0
282610,0,0,0
282617,0,0,1
282619,1,0,0
282640,1,0,0
282653,1,0,0
282670,1,0,0
282684,0,0,0
282702,1,0,0
282724,0,1,0
282726,0,0,0
282735,1,0,0
282739,0,0,1
282754,0,0,0
282787,0,0,1
282794,0,0,1
282797,1,0,0
282816,1,0,0
282817,1,0,0
282847,0,1,0
282871,1,0,0
282881,0,1,0
282891,1,0,0
282898,0,0,0
282930,1,0,0
282972,0,0,0
282998,0,1,0
283016,0,1,0
283025,1,0,0
283029,1,0,0
283037,1,0,0
283039,1,0,0
283059,0,0,1
283060,0,0,0
283068,1,0,0
283080,0,0,0
283091,0,0,1
283120,0,0,0
283124,0,1,0
283139,1,0,0
283147,1,0,0
283154,1,0,0
283157,1,0,0
283181,1,0,0
283196,0,0,1
283202,1,0,0
283220,1,0,0
283228,0,1,0
283235,0,0,0
283268,1,0,0
283296,0,1,0
283325,0,0,0
283361,1,0,0
283372,1,0,0
283375,0,0,0
283385,0,0,1
283395,0,0,1
283401,0,0,1
283426,1,0,0
283430,1,0,0
283439,1,0,0
283442,1,0,0
283489,0,0,0
283515,0,0,0
283521,1,0,0
283545,0,0,0
283546,0,1,0
283555,1,0,0
283571,1,0,0
283643,0,0,1
283667,0,0,1
283677,1,0,0
283708,1,0,0
283710,0,0,0
283713,0,0,0
283714,1,0,0
283764,1,0,0
283769,1,0,0
283780,0,0,0
283792,0,0,1
283810,0,0,1
283818,1,0,0
283954,0,0,1
283975,0,0,0
283977,0,0,0
283984,0,0,0
284010,1,0,0
284044,0,0,1
284049,0,0,0
284051,0,0,1
284082,0,0,1
284121,1,0,0
284128,0,0,0
284140,1,0,0
284178,0,0,0
284200,1,0,0
284234,1,0,0
284239,0,0,0
284241,0,1,0
284258,1,0,0
284260,1,0,0
284282,1,0,0
284294,1,0,0
284310,0,0,0
284329,1,0,0
284369,0,0,0
284396,0,1,0
284398,0,0,0
284415,0,0,1
284451,0,0,0
284466,1,0,0
284478,1,0,0
284508,0,1,0
284555,0,1,0
284578,1,0,0
284606,0,0,0
284610,0,0,1
284617,0,0,1
284624,0,0,1
284629,1,0,0
284637,0,0,0
284641,0,0,1
284645,0,0,0
284648,1,0,0
284671,0,0,0
284709,0,0,0
284720,0,0,1
284747,1,0,0
284750,1,0,0
284783,0,0,0
284801,1,0,0
284805,0,0,1
284854,1,0,0
284857,0,1,0
284858,1,0,0
284865,1,0,0
284868,0,1,0
284881,0,0,0
284883,0,0,0
284884,0,0,0
284889,1,0,0
284902,0,0,1
284917,1,0,0
284931,1,0,0
284932,1,0,0
284942,1,0,0
284953,1,0,0
284955,0,1,0
284956,1,0,0
285009,1,0,0
285018,1,0,0
285041,1,0,0
285079,1,0,0
285084,0,0,0
285089,1,0,0
285126,0,0,0
285146,1,0,0
285147,0,1,0
285149,1,0,0
285152,0,0,0
285154,0,0,0
285166,1,0,0
285189,1,0,0
285208,1,0,0
285209,1,0,0
285222,1,0,0
285223,1,0,0
285241,0,0,1
285242,1,0,0
285252,1,0,0
285257,0,0,0
285259,0,0,1
285262,0,0,1
285297,1,0,0
285298,0,0,0
285312,1,0,0
285313,0,0,0
285318,0,0,1
285348,0,0,1
285350,0,1,0
285378,0,1,0
285389,0,0,0
285433,1,0,0
285436,1,0,0
285453,0,0,0
285470,1,0,0
285478,0,0,1
285482,1,0,0
285498,1,0,0
285507,0,1,0
285519,1,0,0
285535,1,0,0
285569,0,0,0
285571,0,0,0
285593,0,0,1
285618,1,0,0
285632,0,0,1
285643,0,0,0
285651,1,0,0
285660,0,0,1
285682,0,0,1
285690,0,0,0
285706,0,0,1
285717,1,0,0
285725,0,0,0
285730,0,0,1
285733,0,0,1
285736,0,1,0
285768,1,0,0
285779,0,0,0
285805,1,0,0
285808,0,0,1
285831,0,0,1
285835,0,0,1
285855,1,0,0
285864,0,0,1
285871,1,0,0
285873,0,0,0
285895,1,0,0
285917,0,1,0
285960,1,0,0
285969,1,0,0
285981,1,0,0
285991,1,0,0
286002,0,0,1
286006,0,0,0
286008,0,0,1
286031,0,1,0
286045,0,0,0
286056,0,1,0
286063,0,1,0
286101,0,1,0
286125,0,0,0
286148,1,0,0
286180,0,0,0
286194,0,0,1
286197,1,0,0
286214,0,1,0
286221,0,1,0
286271,1,0,0
286296,0,1,0
286327,0,0,1
286353,0,0,1
286447,1,0,0
286459,0,0,1
286473,0,0,1
286494,0,0,0
286497,1,0,0
286505,1,0,0
286509,1,0,0
286521,1,0,0
286528,0,1,0
286542,1,0,0
286579,0,0,1
286633,0,0,0
286635,0,0,1
286661,0,0,0
286679,1,0,0
286686,0,0,0
286727,0,0,0
286750,0,0,1
286793,1,0,0
286801,1,0,0
286804,1,0,0
286847,1,0,0
286896,1,0,0
286933,1,0,0
286934,0,0,1
286947,1,0,0
286963,0,1,0
286976,0,1,0
286979,0,0,1
287001,1,0,0
287026,0,0,0
287028,0,0,1
287041,0,0,1
287075,0,0,0
287099,1,0,0
287123,0,0,1
287125,1,0,0
287131,1,0,0
287135,0,1,0
287137,0,0,0
287140,1,0,0
287141,1,0,0
287142,1,0,0
287146,0,1,0
287153,0,1,0
287199,0,0,1
287224,0,0,1
287258,0,0,1
287267,1,0,0
287296,1,0,0
287300,1,0,0
287303,1,0,0
287305,1,0,0
287310,0,0,0
287323,0,0,1
287373,0,1,0
287391,0,0,1
287396,0,0,1
287431,1,0,0
287437,1,0,0
287491,0,0,0
287494,1,0,0
287540,0,0,1
287585,0,0,0
287605,0,0,0
287609,0,0,1
287615,0,0,1
287634,0,0,0
287639,1,0,0
287665,1,0,0
287671,1,0,0
287673,1,0,0
287678,1,0,0
287684,1,0,0
287685,0,0,1
287688,0,0,1
287696,0,0,1
287708,1,0,0
287726,0,0,0
287737,1,0,0
287764,1,0,0
287842,0,0,0
287845,0,0,0
287846,0,0,0
287875,0,0,0
287881,1,0,0
287901,0,0,0
287905,1,0,0
287917,0,0,0
287921,0,0,1
287945,1,0,0
287956,1,0,0
287971,0,0,0
287987,0,0,1
287998,0,0,0
288001,0,0,1
288013,0,0,0
288021,1,0,0
288034,0,0,1
288044,0,0,1
288077,0,1,0
288091,0,0,1
288105,1,0,0
288120,0,0,0
288122,1,0,0
288137,0,1,0
288175,0,1,0
288179,1,0,0
288183,1,0,0
288227,1,0,0
288250,0,0,1
288253,0,0,0
288268,1,0,0
288305,1,0,0
288362,0,0,1
288368,0,0,0
288382,1,0,0
288400,0,0,1
288410,0,0,1
288435,0,0,1
288457,0,0,1
288460,0,0,0
288469,0,0,1
288481,1,0,0
288496,1,0,0
288497,1,0,0
288512,1,0,0
288538,1,0,0
288544,1,0,0
288568,1,0,0
288569,0,0,1
288574,1,0,0
288576,0,0,1
288578,0,1,0
288585,0,0,1
288591,0,0,0
288604,0,1,0
288645,1,0,0
288646,1,0,0
288672,1,0,0
288682,0,0,1
288692,0,0,1
288699,0,0,0
288712,0,1,0
288717,0,0,1
288718,1,0,0
288719,0,0,1
288726,0,0,0
288733,0,0,1
288741,0,0,0
288773,0,1,0
288793,1,0,0
288797,1,0,0
288819,0,0,1
288838,1,0,0
288847,0,0,1
288871,1,0,0
288893,0,0,1
288914,0,0,1
288919,1,0,0
288946,1,0,0
288950,0,0,1
289030,1,0,0
289033,0,1,0
289034,0,1,0
289044,0,0,1
289053,0,1,0
289054,1,0,0
289069,0,0,0
289084,0,1,0
289101,0,0,0
289104,0,1,0
289111,1,0,0
289118,0,0,1
289124,1,0,0
289136,0,0,0
289180,1,0,0
289188,0,0,1
289194,0,0,1
289214,1,0,0
289233,0,1,0
289250,0,0,1
289251,1,0,0
289252,0,0,0
289255,1,0,0
289262,0,0,1
289264,0,0,1
289265,0,1,0
289293,0,1,0
289303,0,1,0
289304,0,0,1
289318,0,0,0
289328,1,0,0
289338,0,0,0
289345,1,0,0
289348,1,0,0
289365,1,0,0
289410,0,0,1
289442,1,0,0
289448,0,0,0
289492,1,0,0
289500,0,0,0
289514,0,0,1
289518,0,0,1
289527,1,0,0
289578,1,0,0
289624,0,1,0
289643,0,1,0
289680,0,0,0
289706,1,0,0
289777,0,0,0
289782,0,0,1
289787,1,0,0
289803,1,0,0
289814,1,0,0
289846,0,0,1
289860,0,1,0
289861,1,0,0
289865,0,0,1
289867,0,0,0
289883,1,0,0
289943,0,0,1
289966,0,0,0
289968,1,0,0
290007,1,0,0
290008,0,0,0
290022,1,0,0
290028,1,0,0
290029,0,0,0
290035,1,0,0
290043,0,1,0
290046,1,0,0
290047,1,0,0
290049,0,0,0
290087,0,0,1
290118,0,0,0
290146,1,0,0
290156,0,1,0
290162,0,0,1
290187,0,0,1
290202,1,0,0
290205,0,0,0
290232,1,0,0
290240,0,0,1
290272,0,1,0
290282,1,0,0
290288,0,0,1
290357,0,0,0
290370,0,0,1
290382,0,0,0
290384,0,0,1
290385,0,0,0
290387,1,0,0
290389,0,0,0
290402,0,1,0
290415,1,0,0
290424,0,0,0
290509,0,0,1
290513,0,1,0
290521,0,0,1
290522,0,1,0
290554,1,0,0
290562,1,0,0
290565,1,0,0
290572,0,1,0
290600,1,0,0
290606,0,0,0
290659,0,0,1
290663,0,0,0
290672,0,0,1
290679,1,0,0
290680,1,0,0
290685,1,0,0
290689,0,0,0
290756,1,0,0
290807,1,0,0
290840,1,0,0
290848,1,0,0
290857,0,1,0
290861,1,0,0
290874,1,0,0
290876,0,0,0
290903,0,1,0
290919,0,0,1
290923,1,0,0
290933,0,0,1
290994,0,0,0
290997,1,0,0
291001,1,0,0
291028,1,0,0
291033,0,0,1
291061,1,0,0
291072,1,0,0
291101,1,0,0
291115,0,0,0
291124,0,0,1
291138,0,0,1
291160,0,0,0
291186,1,0,0
291190,1,0,0
291193,1,0,0
291196,0,0,0
291200,0,0,0
291214,0,0,0
291218,1,0,0
291233,1,0,0
291247,0,0,1
291269,0,1,0
291287,1,0,0
291296,1,0,0
291305,0,1,0
291313,0,1,0
291324,1,0,0
291337,1,0,0
291342,1,0,0
291351,0,1,0
291356,0,0,1
291367,0,1,0
291369,1,0,0
291399,1,0,0
291408,1,0,0
291414,0,0,1
291470,0,0,0
291483,0,0,1
291509,0,0,0
291518,0,0,1
291520,0,0,0
291541,0,0,1
291554,0,1,0
291556,1,0,0
291569,1,0,0
291575,1,0,0
291595,0,0,0
291598,1,0,0
291604,1,0,0
291622,1,0,0
291638,0,0,0
291646,0,0,1
291656,0,0,1
291664,0,0,1
291678,0,0,1
291691,0,0,1
291697,1,0,0
291726,0,1,0
291728,1,0,0
291733,0,0,1
291755,1,0,0
291806,1,0,0
291813,1,0,0
291815,1,0,0
291855,0,0,0
291870,1,0,0
291882,0,0,1
291884,0,0,1
291887,0,0,0
291905,0,0,1
291911,0,0,1
291915,0,0,1
291922,0,0,0
291926,0,0,1
291928,1,0,0
291971,1,0,0
291996,0,0,1
292016,0,0,1
292022,1,0,0
292045,0,0,0
292069,1,0,0
292070,1,0,0
292089,0,0,1
292099,0,0,0
292156,0,1,0
292157,1,0,0
292161,0,0,1
292174,0,0,1
292188,1,0,0
292190,1,0,0
292200,1,0,0
292225,0,0,0
292237,1,0,0
292248,0,0,0
292250,0,0,0
292266,0,0,0
292276,1,0,0
292287,1,0,0
292294,0,1,0
292336,1,0,0
292341,1,0,0
292348,1,0,0
292388,1,0,0
292445,0,0,1
292447,0,0,1
292449,0,0,0
292456,0,0,1
292470,1,0,0
292475,0,0,0
292503,1,0,0
292505,0,1,0
292512,0,0,0
292537,0,0,1
292558,0,0,1
292581,0,0,1
292593,1,0,0
292606,0,0,1
292610,1,0,0
292638,0,0,1
292657,1,0,0
292660,1,0,0
292684,0,0,1
292704,0,0,1
292706,0,0,1
292733,1,0,0
292763,0,0,1
292790,1,0,0
292793,0,0,0
292796,0,0,0
292798,1,0,0
292830,1,0,0
292834,0,0,1
292835,0,0,1
292844,0,0,1
292854,0,0,1
292867,0,0,1
292894,0,0,1
292916,1,0,0
292930,0,0,1
292934,1,0,0
292942,0,0,1
292984,0,0,1
292989,1,0,0
292991,1,0,0
293006,0,0,1
293033,0,0,1
293078,1,0,0
293089,1,0,0
293116,1,0,0
293166,1,0,0
293191,1,0,0
293278,0,0,0
293286,0,0,1
293290,0,0,0
293306,0,0,1
293318,1,0,0
